ingredient_name,Gene_symbol,Mol_ID
Bifendate,HIPK2,MOL000387
Bifendate,GUSB,MOL000387
Bifendate,ACVRL1,MOL000387
Bifendate,HTR2A,MOL000387
Bifendate,PDE4B,MOL000387
Bifendate,BCAT2,MOL000387
Bifendate,PDE10A,MOL000387
Bifendate,TGFBR1,MOL000387
Bifendate,NTRK1,MOL000387
Bifendate,INSR,MOL000387
Bifendate,PRKCA,MOL000387
Bifendate,PIK3CD,MOL000387
Bifendate,PIK3CB,MOL000387
Bifendate,SLC5A2,MOL000387
Bifendate,SLC5A1,MOL000387
Bifendate,SQLE,MOL000387
Bifendate,CPT1A,MOL000387
Bifendate,SCN10A,MOL000387
Bifendate,PLA2G7,MOL000387
Bifendate,BMPR1A,MOL000387
Bifendate,ACVR1B,MOL000387
Bifendate,BMPR1B,MOL000387
Bifendate,ACVR1,MOL000387
Bifendate,ABL1,MOL000387
Bifendate,ADORA2A,MOL000387
Bifendate,MAPK14,MOL000387
Bifendate,SRC,MOL000387
Bifendate,TNNI3K,MOL000387
Bifendate,KIT,MOL000387
formononetin,IL2,MOL000392
formononetin,CYP19A1,MOL000392
formononetin,ALDH2,MOL000392
formononetin,CA12,MOL000392
formononetin,ADORA1,MOL000392
formononetin,ADORA2A,MOL000392
formononetin,TBXAS1,MOL000392
formononetin,MAOA,MOL000392
formononetin,MGAM,MOL000392
formononetin,HTR2A,MOL000392
formononetin,HTR2C,MOL000392
formononetin,ESRRA,MOL000392
formononetin,ESRRB,MOL000392
formononetin,ABCG2,MOL000392
formononetin,CA7,MOL000392
formononetin,HSD17B2,MOL000392
formononetin,CA4,MOL000392
formononetin,CBR1,MOL000392
formononetin,SLC6A2,MOL000392
formononetin,ALOX12,MOL000392
formononetin,EGFR,MOL000392
formononetin,TYR,MOL000392
formononetin,XDH,MOL000392
formononetin,PFKFB3,MOL000392
formononetin,ESR2,MOL000392
formononetin,PTPRS,MOL000392
formononetin,HSD17B1,MOL000392
formononetin,ABCB1,MOL000392
formononetin,ESR1,MOL000392
formononetin,MIF,MOL000392
formononetin,ALOX15,MOL000392
formononetin,PPARA,MOL000392
formononetin,PTGS1,MOL000392
formononetin,TLR9,MOL000392
formononetin,MAOB,MOL000392
formononetin,CA2,MOL000392
formononetin,CA1,MOL000392
formononetin,NOX4,MOL000392
formononetin,PON1,MOL000392
formononetin,TNKS2,MOL000392
formononetin,TNKS,MOL000392
formononetin,ACHE,MOL000392
formononetin,CA3,MOL000392
formononetin,CA6,MOL000392
formononetin,CA14,MOL000392
formononetin,CA13,MOL000392
formononetin,CA5B,MOL000392
formononetin,CA5A,MOL000392
formononetin,DHODH,MOL000392
formononetin,STS,MOL000392
formononetin,ERCC5,MOL000392
formononetin,FEN1,MOL000392
formononetin,RAF1,MOL000392
formononetin,CA9,MOL000392
formononetin,PTPN1,MOL000392
formononetin,BACE1,MOL000392
formononetin,TYK2,MOL000392
formononetin,BCL2,MOL000392
formononetin,PPARG,MOL000392
formononetin,EZR,MOL000392
formononetin,BAD,MOL000392
formononetin,IKBKE,MOL000392
formononetin,CYP1B1,MOL000392
formononetin,CHEK1,MOL000392
formononetin,MCL1,MOL000392
formononetin,ALOX5,MOL000392
formononetin,AVPR1A,MOL000392
formononetin,PLA2G4A,MOL000392
formononetin,TNF,MOL000392
formononetin,GRK6,MOL000392
formononetin,AKR1B1,MOL000392
formononetin,ABL1,MOL000392
formononetin,HCK,MOL000392
formononetin,PI4KB,MOL000392
formononetin,HSP90AB1,MOL000392
formononetin,EPHB4,MOL000392
formononetin,KIT,MOL000392
formononetin,OPRD1,MOL000392
formononetin,PTK6,MOL000392
formononetin,KIF11,MOL000392
formononetin,KDM5C,MOL000392
formononetin,KDM4A,MOL000392
formononetin,KDM4D,MOL000392
formononetin,KDM4C,MOL000392
formononetin,CNOT7,MOL000392
formononetin,AURKB,MOL000392
formononetin,GSK3B,MOL000392
formononetin,LIG1,MOL000392
formononetin,HSP90AA1,MOL000392
formononetin,BIRC5,MOL000392
formononetin,KCNMA1,MOL000392
formononetin,FLT3,MOL000392
formononetin,LRRK2,MOL000392
formononetin,GCGR,MOL000392
formononetin,PTGER1,MOL000392
formononetin,PTGER2,MOL000392
formononetin,PTGER3,MOL000392
formononetin,PTGDR,MOL000392
formononetin,PLG,MOL000392
formononetin,CCNB3,MOL000392
isoflavanone,CYP19A1,MOL000398
isoflavanone,ALOX12,MOL000398
isoflavanone,ALOX15,MOL000398
isoflavanone,ESR1,MOL000398
isoflavanone,MT-ND4,MOL000398
isoflavanone,CDK2,MOL000398
isoflavanone,KDR,MOL000398
isoflavanone,MAOB,MOL000398
isoflavanone,MET,MOL000398
isoflavanone,MAP2K1,MOL000398
isoflavanone,RET,MOL000398
isoflavanone,ADORA2A,MOL000398
isoflavanone,CDK1,MOL000398
isoflavanone,ALOX15B,MOL000398
isoflavanone,CDK4,MOL000398
isoflavanone,ADAM17,MOL000398
isoflavanone,PIK3R1,MOL000398
isoflavanone,EPHB2,MOL000398
isoflavanone,SRC,MOL000398
isoflavanone,ESR2,MOL000398
isoflavanone,CCND3,MOL000398
isoflavanone,LCK,MOL000398
isoflavanone,MMP1,MOL000398
isoflavanone,EZR,MOL000398
isoflavanone,MMP7,MOL000398
isoflavanone,MMP8,MOL000398
isoflavanone,HTR6,MOL000398
isoflavanone,BMP1,MOL000398
isoflavanone,KIT,MOL000398
isoflavanone,ALPG,MOL000398
isoflavanone,ALPL,MOL000398
isoflavanone,PLAA,MOL000398
isoflavanone,KLK1,MOL000398
isoflavanone,KLK2,MOL000398
isoflavanone,VCP,MOL000398
isoflavanone,HDAC3,MOL000398
isoflavanone,HDAC2,MOL000398
isoflavanone,DBF4,MOL000398
isoflavanone,HSD17B2,MOL000398
isoflavanone,PTPN1,MOL000398
isoflavanone,HSP90AA1,MOL000398
isoflavanone,GSK3B,MOL000398
isoflavanone,MME,MOL000398
isoflavanone,ODC1,MOL000398
isoflavanone,PDE5A,MOL000398
isoflavanone,FGFR1,MOL000398
isoflavanone,EP300,MOL000398
isoflavanone,AR,MOL000398
isoflavanone,MMP16,MOL000398
isoflavanone,ROCK1,MOL000398
isoflavanone,PRKACA,MOL000398
isoflavanone,KCNA3,MOL000398
isoflavanone,MAPKAPK2,MOL000398
isoflavanone,CSNK1G1,MOL000398
isoflavanone,RPS6KA1,MOL000398
isoflavanone,RPS6KA2,MOL000398
isoflavanone,MAPK1,MOL000398
isoflavanone,CCND1,MOL000398
isoflavanone,CCNE2,MOL000398
isoflavanone,CCNB3,MOL000398
isoflavanone,ABL1,MOL000398
isoflavanone,CHRNA7,MOL000398
isoflavanone,SYK,MOL000398
isoflavanone,PRKCA,MOL000398
isoflavanone,TNF,MOL000398
isoflavanone,LNPEP,MOL000398
isoflavanone,HSD17B3,MOL000398
isoflavanone,CHEK1,MOL000398
isoflavanone,WEE1,MOL000398
isoflavanone,AKR1B10,MOL000398
isoflavanone,MIF,MOL000398
isoflavanone,PDE7A,MOL000398
isoflavanone,TOP1,MOL000398
isoflavanone,MMP25,MOL000398
isoflavanone,CDK5R1,MOL000398
isoflavanone,ANPEP,MOL000398
isoflavanone,HDAC5,MOL000398
isoflavanone,CLK1,MOL000398
isoflavanone,CLK3,MOL000398
isoflavanone,DYRK2,MOL000398
isoflavanone,ADAM10,MOL000398
isoflavanone,NCOR2,MOL000398
isoflavanone,HDAC7,MOL000398
isoflavanone,PDE4B,MOL000398
isoflavanone,PDE4C,MOL000398
isoflavanone,NCOR1,MOL000398
isoflavanone,HDAC11,MOL000398
isoflavanone,HDAC4,MOL000398
isoflavanone,HDAC9,MOL000398
isoflavanone,CXCR2,MOL000398
isoflavanone,MMP15,MOL000398
isoflavanone,MMP26,MOL000398
isoflavanone,AURKA,MOL000398
isoflavanone,PDK1,MOL000398
isoflavanone,DNM1,MOL000398
isoflavanone,TRPM8,MOL000398
isoflavanone,NR4A1,MOL000398
isoflavanone,PIM2,MOL000398
isoflavanone,PTK6,MOL000398
isoflavanone,MTOR,MOL000398
Calycosin,CYP19A1,MOL000417
Calycosin,CA7,MOL000417
Calycosin,HSD17B2,MOL000417
Calycosin,CA12,MOL000417
Calycosin,CA4,MOL000417
Calycosin,CBR1,MOL000417
Calycosin,ABCB1,MOL000417
Calycosin,TYR,MOL000417
Calycosin,MIF,MOL000417
Calycosin,PPARA,MOL000417
Calycosin,HSD17B1,MOL000417
Calycosin,ESR1,MOL000417
Calycosin,ESR2,MOL000417
Calycosin,TLR9,MOL000417
Calycosin,PTPRS,MOL000417
Calycosin,EGFR,MOL000417
Calycosin,MAOB,MOL000417
Calycosin,ALDH2,MOL000417
Calycosin,XDH,MOL000417
Calycosin,ALOX12,MOL000417
Calycosin,PTGS1,MOL000417
Calycosin,SLC6A2,MOL000417
Calycosin,TBXAS1,MOL000417
Calycosin,MAOA,MOL000417
Calycosin,MGAM,MOL000417
Calycosin,HTR2A,MOL000417
Calycosin,HTR2C,MOL000417
Calycosin,ADORA1,MOL000417
Calycosin,ADORA2A,MOL000417
Calycosin,ESRRA,MOL000417
Calycosin,ESRRB,MOL000417
Calycosin,ABCG2,MOL000417
Calycosin,CA2,MOL000417
Calycosin,IL2,MOL000417
Calycosin,PFKFB3,MOL000417
Calycosin,NOX4,MOL000417
Calycosin,ALOX15,MOL000417
Calycosin,CA1,MOL000417
Calycosin,PTPN1,MOL000417
Calycosin,PON1,MOL000417
Calycosin,ABCC1,MOL000417
Calycosin,CYP1B1,MOL000417
Calycosin,DUSP3,MOL000417
Calycosin,CDC25B,MOL000417
Calycosin,CDC7,MOL000417
Calycosin,PLAT,MOL000417
Calycosin,F10,MOL000417
Calycosin,PLAU,MOL000417
Calycosin,ACHE,MOL000417
Calycosin,STS,MOL000417
Calycosin,CA5B,MOL000417
Calycosin,HSP90AB1,MOL000417
Calycosin,PTK6,MOL000417
Calycosin,TNF,MOL000417
Calycosin,TBXA2R,MOL000417
Calycosin,AKR1B1,MOL000417
Calycosin,MCL1,MOL000417
Calycosin,IGFBP3,MOL000417
Calycosin,BACE1,MOL000417
Calycosin,BAD,MOL000417
Calycosin,PLG,MOL000417
Calycosin,CXCR2,MOL000417
Calycosin,PRMT1,MOL000417
Calycosin,SNCA,MOL000417
Calycosin,GCGR,MOL000417
Calycosin,CHEK1,MOL000417
Calycosin,WEE1,MOL000417
Calycosin,CCR4,MOL000417
Calycosin,ADRB2,MOL000417
Calycosin,KLKB1,MOL000417
Calycosin,CA9,MOL000417
Calycosin,IGFBP6,MOL000417
Calycosin,IGFBP4,MOL000417
Calycosin,IGFBP5,MOL000417
Calycosin,IGFBP2,MOL000417
Calycosin,IGFBP1,MOL000417
Calycosin,HSP90B1,MOL000417
Calycosin,RAF1,MOL000417
Calycosin,NTRK1,MOL000417
Calycosin,PIM2,MOL000417
Calycosin,BRAF,MOL000417
Calycosin,PIM3,MOL000417
Calycosin,TNNC1,MOL000417
Calycosin,PPARG,MOL000417
Calycosin,KDM1A,MOL000417
Calycosin,CA3,MOL000417
Calycosin,CA6,MOL000417
Calycosin,CA14,MOL000417
Calycosin,CA13,MOL000417
Calycosin,CA5A,MOL000417
Calycosin,ALPL,MOL000417
Calycosin,ALOX5,MOL000417
Calycosin,ADRB1,MOL000417
Calycosin,SORT1,MOL000417
Calycosin,PRSS1,MOL000417
Calycosin,CRHR1,MOL000417
Calycosin,CHEK2,MOL000417
Calycosin,HSP90AA1,MOL000417
Calycosin,GPR84,MOL000417
Calycosin,TLR8,MOL000417
kaempferol,NOX4,MOL000422
kaempferol,AKR1B1,MOL000422
kaempferol,XDH,MOL000422
kaempferol,TYR,MOL000422
kaempferol,FLT3,MOL000422
kaempferol,CA2,MOL000422
kaempferol,ALOX5,MOL000422
kaempferol,CA7,MOL000422
kaempferol,HSD17B2,MOL000422
kaempferol,ABCC1,MOL000422
kaempferol,HSD17B1,MOL000422
kaempferol,AHR,MOL000422
kaempferol,CA12,MOL000422
kaempferol,ESRRA,MOL000422
kaempferol,ABCB1,MOL000422
kaempferol,CYP1B1,MOL000422
kaempferol,ABCG2,MOL000422
kaempferol,ADORA1,MOL000422
kaempferol,CA4,MOL000422
kaempferol,ACHE,MOL000422
kaempferol,MAOA,MOL000422
kaempferol,GLO1,MOL000422
kaempferol,SYK,MOL000422
kaempferol,GSK3B,MOL000422
kaempferol,MMP9,MOL000422
kaempferol,MMP2,MOL000422
kaempferol,ALOX15,MOL000422
kaempferol,ALOX12,MOL000422
kaempferol,PTPRS,MOL000422
kaempferol,ADORA2A,MOL000422
kaempferol,CDK5R1,MOL000422
kaempferol,CCNB3,MOL000422
kaempferol,ARG1,MOL000422
kaempferol,GPR35,MOL000422
kaempferol,ESR2,MOL000422
kaempferol,DAPK1,MOL000422
kaempferol,MPG,MOL000422
kaempferol,SLC22A12,MOL000422
kaempferol,TTR,MOL000422
kaempferol,AKR1B10,MOL000422
kaempferol,TNKS2,MOL000422
kaempferol,TNKS,MOL000422
kaempferol,CDK6,MOL000422
kaempferol,CDK2,MOL000422
kaempferol,CYP19A1,MOL000422
kaempferol,CSNK2A1,MOL000422
kaempferol,EGFR,MOL000422
kaempferol,AVPR2,MOL000422
kaempferol,IGF1R,MOL000422
kaempferol,F2,MOL000422
kaempferol,PIM1,MOL000422
kaempferol,AURKB,MOL000422
kaempferol,DRD4,MOL000422
kaempferol,MPO,MOL000422
kaempferol,PIK3R1,MOL000422
kaempferol,PYGL,MOL000422
kaempferol,CA1,MOL000422
kaempferol,SRC,MOL000422
kaempferol,PTK2,MOL000422
kaempferol,KDR,MOL000422
kaempferol,MMP13,MOL000422
kaempferol,MMP3,MOL000422
kaempferol,CA3,MOL000422
kaempferol,PLK1,MOL000422
kaempferol,CA6,MOL000422
kaempferol,CDK1,MOL000422
kaempferol,PKN1,MOL000422
kaempferol,CA14,MOL000422
kaempferol,CA9,MOL000422
kaempferol,MET,MOL000422
kaempferol,NEK2,MOL000422
kaempferol,CXCR1,MOL000422
kaempferol,CAMK2B,MOL000422
kaempferol,ALK,MOL000422
kaempferol,AKT1,MOL000422
kaempferol,NEK6,MOL000422
kaempferol,PLA2G1B,MOL000422
kaempferol,CA5A,MOL000422
kaempferol,BACE1,MOL000422
kaempferol,AXL,MOL000422
kaempferol,NUAK1,MOL000422
kaempferol,AKR1C2,MOL000422
kaempferol,AKR1C1,MOL000422
kaempferol,AKR1C3,MOL000422
kaempferol,AKR1C4,MOL000422
kaempferol,CA13,MOL000422
kaempferol,AKR1A1,MOL000422
kaempferol,APP,MOL000422
kaempferol,PARP1,MOL000422
kaempferol,MMP12,MOL000422
kaempferol,CD38,MOL000422
kaempferol,TOP1,MOL000422
kaempferol,ESR1,MOL000422
kaempferol,PTGS2,MOL000422
kaempferol,CFTR,MOL000422
kaempferol,PFKFB3,MOL000422
kaempferol,AMY1A,MOL000422
kaempferol,GRK6,MOL000422
kaempferol,TERT,MOL000422
kaempferol,MAPT,MOL000422
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",ALOX15,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",ALOX12,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",ALOX15B,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",CHEK1,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",WEE1,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",KDR,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",HSP90AA1,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",RET,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",PIK3R1,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",CDK2,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",EPHB2,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",CYP19A1,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",EZR,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",GSK3B,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",CDK4,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",HTT,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",MIF,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",NR4A1,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",RPS6KA2,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",MET,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",HSD17B3,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",HDAC3,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",HDAC2,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",CCND3,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",NCOR2,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",HDAC5,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",HDAC7,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",CTSS,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",NCOR1,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",HDAC11,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",HDAC4,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",HDAC9,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",HDAC10,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",MMP8,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",VCP,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",PIM1,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",ADAM17,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",PIM2,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",FLT1,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",MAOB,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",MMP25,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",MMP16,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",MMP1,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",BMP1,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",MMP7,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",ADAM10,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",CDK1,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",MTOR,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",PIK3CD,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",PIK3CB,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",PIK3CG,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",PIK3CA,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",RAF1,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",DNM1,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",TYR,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",SIGMAR1,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",MKNK1,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",SYK,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",MAPKAPK2,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",LNPEP,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",AURKA,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",ADORA2A,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",COMT,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",LCK,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",HSD17B2,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",PIM3,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",CASP3,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",CASP7,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",TBK1,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",TOP1,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",PDE7A,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",PDK1,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",SRC,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",ABL1,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",BRAF,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",PLK1,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",ALPL,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",CCND1,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",CCNE2,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",MBD2,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",PTGS1,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",EGFR,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",DBF4,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",AKR1B10,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",AKT1,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",CCNE1,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",AURKB,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",CSNK1G1,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",RPS6KA1,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",ROCK1,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",MAPK1,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",PDE10A,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",ECE1,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",TAAR1,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",CA2,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",CA1,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",CA12,MOL000438
"(3R)-3-(2-hydroxy-3,4-dimethoxyphenyl)chroman-7-ol",CA9,MOL000438
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",PLA2G1B,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",CBR1,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",EIF2AK3,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",HSP90AB1,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",TTK,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",PTGER3,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",BRAF,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",PIK3CA,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",ANO1,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",FBP1,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",ADAM17,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",EDNRB,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",EWS-Fli1,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",CCR4,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",HSP90AA1,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",SCN9A,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",HPRT1,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",CASP8,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",NQO2,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",CASP1,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",ABCG2,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",BACE2,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",CASP3,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",PFKFB4,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",PNP,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",CCKAR,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",CCKBR,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",BDKRB1,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",MMP1,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",ESR1,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",NFKBIA,MOL000442
