	logFC	AveExpr	t	P.Value	adj.P.Val	B
CCDC109B	-1.08199183505756	4.65261425998787	-13.4076799111337	8.00873986254711e-31	1.08744414331655e-29	59.1983377501207
YWHAQ	-1.08183897352763	5.74304854292559	-11.1296830864783	2.18169056570673e-23	1.69805359921124e-22	42.1813167331072
C4orf14	-1.08177953215592	5.30412139582762	-13.8533394440147	2.64545630511989e-32	4.09478417250724e-31	62.5911804526931
POLD2	-1.08066112234737	4.1164620772986	-11.957766595538	4.68513795042238e-26	4.38879657459649e-25	48.2839921018881
HNRNPA1 /// HNRNPA1L2 /// HNRPA1L-2 /// LOC644037	-1.07935506098871	4.86556044261988	-11.8867391538677	7.97001257159071e-26	7.31598075012014e-25	47.7560326579198
UNC119B	-1.07880837414589	4.7473831748709	-15.790912985523	8.95513803893849e-39	2.43672148940481e-37	77.4204728274257
IL27RA	-1.0781118100814	4.09872288454869	-11.9922998943116	3.61763291996013e-26	3.41681941214416e-25	48.5409583436291
DSTN	-1.07769751700504	6.23320289091709	-12.7241143468285	1.4552187879563e-28	1.64660647343504e-27	54.0241802838545
KHDRBS1	-1.07691445280877	6.26525795014402	-16.5011331932837	3.82204358207718e-41	1.31697250463835e-39	82.8533789452094
SMYD2	-1.07164484164283	3.98688337634154	-11.8330671168042	1.19014784189778e-25	1.08377739068965e-24	47.3575928524298
RPL7A	-1.07055908836769	10.0866103010097	-13.1637828344289	5.14837101674723e-30	6.56178068063862e-29	57.3474541318786
TNIK	-1.07045084784625	3.09677279880837	-14.722416099089	3.33584764433824e-35	6.51678270576276e-34	69.2348291124725
LOC200030 /// NBPF11	-1.06944121763585	7.16110259491803	-12.5023225991053	7.79585840110615e-28	8.36560266923081e-27	52.3553423145753
SLBP	-1.06838522686025	4.97260920729672	-10.8567066239855	1.6083959413516e-22	1.16954092999447e-21	40.198062748753
ATP13A5 /// C10orf54 /// HARS /// LOC100288418	-1.06775741814096	11.4010578097227	-12.0843844049972	1.81393027159879e-26	1.75431874081141e-25	49.2270241976238
SNHG12	-1.06722699621047	4.49342584165711	-10.8825114710071	1.33248444039718e-22	9.76158740149943e-22	40.3848633572702
SFRS11	-1.06714454470347	6.03812321071607	-14.3399968167645	6.31363139105477e-34	1.12741068876204e-32	66.3081802485611
NACA	-1.06700967313763	9.69084076424681	-17.887356338322	9.63307615064435e-46	5.74382636217116e-44	93.3969135951921
SLC9A3R1	-1.0647296980334	7.17228579774552	-13.0135934914495	1.61536214086538e-29	1.99937512633825e-28	56.2101730474067
KLF10	-1.06456671661614	4.62303260272828	-6.87489586795815	5.54271089763958e-11	1.7743316909693e-10	13.9354150779047
NAE1	-1.06384866364343	5.11054439462815	-9.13434585719976	3.14071915246361e-17	1.60595907743795e-16	28.1222372189042
NCRNA00219	-1.06269471015123	4.48179198565023	-10.7882142975898	2.64866894999847e-22	1.89779759562586e-21	39.7029613100132
LOC100294402 /// SIGIRR	-1.06177231830879	5.13135741282046	-12.7125290650271	1.58876840251826e-28	1.78886452152179e-27	53.936873058299
RPA2	-1.06071625823723	6.41059212183161	-15.6773970393908	2.1444805165691e-38	5.61248202370777e-37	76.5510709661825
FAM21A /// FAM21B /// FAM21C /// FAM21D	-1.06012881375378	6.83935530622221	-8.26879729924896	1.00356541426277e-14	4.29821864184873e-14	22.4213144230361
HCST	-1.0589118345393	8.34213102935084	-12.9651412642587	2.33504811690507e-29	2.85408644164315e-28	55.843714451913
LIPA	-1.05839736790262	5.2376327598898	-8.61520192545781	1.03251678605821e-15	4.73576428227501e-15	24.6678657834571
RBMX /// RBMXL1	-1.058056106124	7.06356287009519	-15.9428238588626	2.78426231327216e-39	7.88912672814347e-38	78.5835912469409
MS4A7	-1.05740106077134	5.00127758689696	-6.0364649360572	6.09361054791379e-09	1.66935227834778e-08	9.33328586978315
MRFAP1L1	-1.05640158042844	4.52783497575244	-10.0435150565408	5.59655185860936e-20	3.43866990093946e-19	34.3926367196998
PPP1CC	-1.05405340636695	7.08967818740811	-12.2066818504586	7.23894418960123e-27	7.17304050695024e-26	50.1400467326539
PAN2	-1.05255229954773	3.30392112079241	-15.5203383628474	7.18089791094703e-38	1.80364164744922e-36	75.3479091524444
ELOVL5	-1.05243373014529	7.06487307658777	-8.00447514009213	5.50639869375344e-14	2.25551827019518e-13	20.7412056462297
MRPL34	-1.05053919899182	6.97823787538904	-11.3865027069173	3.28696142118072e-24	2.73196296545894e-23	44.0609130975662
CNOT7	-1.04980927813195	6.34641637514638	-16.8419364567294	2.80418464913342e-42	1.11146208896577e-40	85.4544590686392
PTPLAD1	-1.04947991624429	3.76278319832976	-11.6212343212834	5.76793080933273e-25	5.00008869274267e-24	45.789537817726
RPL19	-1.04837048672748	11.1673001088045	-15.0588583388336	2.50481308415461e-36	5.40110167234219e-35	71.8119704468739
CRY1	-1.04678682064508	2.70607342926687	-12.5720959296303	4.60044293231517e-28	5.0311383073182e-27	52.8797374973209
THUMPD1	-1.04572482079973	4.67703891212646	-13.4729153012812	4.86521401693011e-31	6.78064481993694e-30	59.6941647464531
NONO	-1.04552659784656	6.96740857560097	-20.5675899671857	1.85047222112529e-54	3.25350974878362e-52	113.380745773942
NUP107	-1.0438269513686	4.16930252440491	-10.8232167326811	2.05292395095638e-22	1.48334030892602e-21	39.9558486417487
BUB3	-1.04185077624732	5.00163076911657	-17.386753982029	4.35645587063441e-44	2.07445957673196e-42	89.6014010490666
SLC4A7	-1.04182245639757	2.89837636523863	-12.8954257490703	3.96630879421481e-29	4.70535975811954e-28	55.3168276455914
SLC25A5	-1.04168676552774	7.92191832533659	-12.0283487525442	2.76133917082145e-26	2.62979204087815e-25	48.8093898804944
C12orf65	-1.03874231161675	3.38931398910687	-18.6489390403978	3.01867237793879e-48	2.35216323812798e-46	99.1380503740501
ZNF83	-1.03745156401945	3.95965304063609	-6.42651765162215	7.19396203372399e-10	2.11621611605514e-09	11.4222765686978
SMYD4	-1.03695934657539	3.00965445266166	-16.9706879585569	1.04661875101754e-42	4.24654720457235e-41	86.4358103015859
HMGN4	-1.03692636087742	7.08174300121239	-11.696217490801	3.30180945207423e-25	2.91009092710449e-24	46.3437455128358
FNTA	-1.03599631617638	7.73124130220092	-14.1764586212089	2.21751591161622e-33	3.82047904672171e-32	65.057990914261
ATP5A1	-1.03554573282112	7.52101858048832	-13.1762636515376	4.6812884120728e-30	5.97923212495998e-29	57.4420514724713
ANKH /// TSPAN3	-1.03449935814229	4.08881899138939	-14.6554398231263	5.58433169022587e-35	1.07864119436278e-33	68.7220025059856
TXNIP	-1.03437514728176	10.6462625231474	-8.78033720235842	3.43551382178819e-16	1.62576385617679e-15	25.7557115771664
LOC100132247 /// LOC348162 /// LOC728888 /// NPIPL3	-1.03344487185287	8.42875535714976	-12.3254866538474	2.96015193415251e-27	3.03404511397366e-26	51.028934265509
SFPQ	-1.03105019313428	6.01629579618519	-12.716004310677	1.54747146437616e-28	1.74523220908345e-27	53.9630611561801
MRPS18B	-1.03096943953881	4.1237197156617	-17.1392381691719	2.88401943337038e-43	1.24375605374973e-41	87.719299225135
GLIPR1	-1.02643982201832	7.39011057600404	-7.40455373484212	2.33906858290479e-12	8.40177751334635e-12	17.0469098450562
MX1	-1.02642205154196	6.96830602635418	-2.98436653125571	0.00314169413460506	0.00469337618322155	-3.25547103698869
C19orf63	-1.0251945778471	8.45194336469388	-13.3095773012099	1.69371781892406e-30	2.23773084477115e-29	58.4532936757074
CYP27A1	-1.02299222716502	6.5406554880655	-5.62232988852085	5.32275421070694e-08	1.33790783074844e-07	7.22096985336745
LOC200030 /// NBPF11 /// NBPF15 /// NBPF16 /// NBPF8 /// NBPF9	-1.02272941111635	9.01901896380306	-11.1410618491354	2.00672407120449e-23	1.57078846532525e-22	42.2643219451945
MIF	-1.0219610179722	8.1960787157663	-10.6752003819229	6.0188092714895e-22	4.22858352198807e-21	38.8883449978195
EIF4B	-1.02111152033615	4.89787863690637	-15.9305558936581	3.05967783115934e-39	8.59844708535228e-38	78.4896773147779
ANAPC5	-1.02077345017168	7.02949528977158	-14.1131831795914	3.60455392121245e-33	6.01372901161892e-32	64.574550605635
NACA2	-1.01914901269754	7.99798389454075	-17.1210973662225	3.31296822638422e-43	1.41981394551979e-41	87.5812280999019
HEATR5B	-1.01843667826876	4.43266835448154	-11.7879090607106	1.66714119083128e-25	1.50020828681497e-24	47.0227076298608
RPL23A	-1.00697770624175	11.3669208486631	-14.3137275454236	7.7257975242118e-34	1.3724298866197e-32	66.107296548796
DCAF16	-1.00622227761344	2.86340350331394	-21.9028933544211	1.09480021801812e-58	3.26393264997838e-56	123.071073897449
SSBP3	-1.00581781808633	6.176919368538	-5.92510532215186	1.10288920484626e-08	2.96104591919766e-08	8.7543265167012
TC2N	-1.00520724549527	2.71169080234646	-14.6531891763414	5.68185194864081e-35	1.09439491044466e-33	68.704771261884
PDHB	-1.00366986689988	6.40541255905929	-15.412530660079	1.64632272022468e-37	3.96099469915111e-36	74.5219114962485
USPL1	-1.00326233595836	3.64262068058035	-10.6478189532344	7.33998191093088e-22	5.12006673074802e-21	38.6914194218719
GPATCH1	-1.00321989859749	3.79835026993998	-13.7522161640666	5.7412150609084e-32	8.67125807767597e-31	61.8202486939942
TMEM203	-1.00309610213837	4.78156880738404	-15.0594686043451	2.49307508628609e-36	5.39274948475196e-35	71.8166461759695
ANXA6	-1.00266929679262	5.93545208319176	-8.98783272219672	8.49859503789246e-17	4.22281638948034e-16	27.1372665773106
SDR39U1	-1.00253000023409	5.29981973347622	-12.933189746929	2.97696366197335e-29	3.6129274035666e-28	55.6021771711662
KDM3A	-1.00131446985861	5.0624298876802	-8.57287806231302	1.36666944267151e-15	6.18564512765582e-15	24.3907695280603
KCTD6	-1.00107386849248	5.33803521546397	-9.21651422221407	1.79137074940861e-17	9.35523932116895e-17	28.677943770915
RFX5	-1.00017812825729	3.23589625113718	-15.5946751270906	4.0527000388544e-38	1.04080015604586e-36	75.9174057362018
PSME1	-1.00000666352735	8.70494249729575	-11.6934439196803	3.37070162890184e-25	2.96699628618484e-24	46.323229068063
AGPAT2	1.00106707525504	4.69440551215375	14.1031481598099	3.8931931485358e-33	6.44821870036474e-32	64.4978959152077
CR1 /// CR1L	1.00360547364169	4.21229766637212	11.2784300883586	7.30043845376957e-24	5.91715206589811e-23	43.2684100893139
ENTPD7	1.00427877207955	2.98314187113211	7.6151463475666	6.39318504889478e-13	2.40077053013535e-12	18.3241003559192
RHOU	1.0046297069971	3.7992004558885	7.79443276677362	2.08465572374956e-13	8.16827674157185e-13	19.4283889228873
TIPARP	1.00648755602046	4.91552855113077	7.74559657223447	2.83293215895952e-13	1.09315789611623e-12	19.1260770091909
PYGL	1.00671633399739	9.33245315197335	9.65709904450276	8.50289054937166e-19	4.77512862383632e-18	31.6960847934288
CEACAM4	1.00676547321807	7.00189700310965	8.08618349441799	3.26359102513023e-14	1.35626931268594e-13	21.2572977011023
TSHZ3	1.00704916265634	4.26712070767836	7.6306713086771	5.80535101852977e-13	2.18721384253069e-12	18.4191160074825
TNFSF13B	1.00742617025151	8.91845605310635	7.83483942007001	1.61610971481598e-13	6.39449758482007e-13	19.6793632261978
SAMD8	1.0079152042901	3.34779603316894	9.55150637363115	1.77494958180156e-18	9.74445899312516e-18	30.9670357053391
MARCO	1.00986822955629	4.23989625400784	6.28289585499211	1.59644624614011e-09	4.5498054487875e-09	10.6422302020763
C20orf3	1.01258282948948	8.12888372676591	11.0465185736313	4.01611963560688e-23	3.0564408813936e-22	41.575450374119
OSM	1.01349072779317	3.79077041462357	11.9501047244157	4.96166843217997e-26	4.63517172199701e-25	48.2270033532356
SAP30	1.01352959836831	3.89208442898878	10.0372153584053	5.8523408722361e-20	3.58299119293955e-19	34.3483299246749
LOC100129827	1.01355535883004	3.75033737743438	7.97653381489116	6.58059780253224e-14	2.67952251377456e-13	20.5654055753369
TRIB1	1.0140150342822	4.80065358111862	10.1503984767757	2.61768732736677e-20	1.63772646019653e-19	35.1460332415965
ADCY3	1.01525432232932	4.13022765130309	6.01971955683202	6.66544605701174e-09	1.82018970979409e-08	9.24572129898129
HSDL2	1.02158885286766	5.50975833115566	9.48613174993103	2.79466242909737e-18	1.5232909599619e-17	30.5174291470248
ACSL3	1.02397174051354	5.75857798314194	8.68907752718641	6.31898644317837e-16	2.9336012214539e-15	25.1532222273154
AQP9	1.02415021083669	7.68323788451567	10.310537745828	8.33825228023708e-21	5.39899866719411e-20	36.2805686844998
HGF	1.02609240351571	3.04644863351532	7.05101972725108	1.96573630438543e-11	6.56873968770512e-11	14.9535122144988
WFDC1	1.02702927120414	3.10501760639096	5.43300035119657	1.38250448413979e-07	3.31810754208839e-07	6.29332575994494
FES	1.0279414991436	6.63506973699536	12.6574123577735	2.41207680522777e-28	2.67198879700271e-27	53.5217105878182
GCA	1.02858960049962	9.23626149689349	9.85511613827159	2.1199738303654e-19	1.24457710229585e-18	33.072455371371
DUSP13	1.02915585209309	3.26883379562228	8.53764189274266	1.72508454559568e-15	7.74649949518638e-15	24.1606205936387
LYRM1	1.03158695876104	6.10819672025454	11.1459290911332	1.93622015415071e-23	1.51906883261e-22	42.2998351886929
MICAL1	1.0372922540456	7.01500575034058	9.74116557389025	4.72141473098371e-19	2.69564869361826e-18	32.2789709439838
TMEM110	1.03776537539658	3.57832116196977	7.38771348065822	2.59233374456982e-12	9.28716430852418e-12	16.9457314783131
NME4	1.040582252125	4.04567750569231	6.47822494355953	5.38358268356339e-10	1.59737024929443e-09	11.7061390846194
TPST2	1.04141678938276	7.70671624910731	12.6458358351005	2.63305250555562e-28	2.90738180846938e-27	53.4345537469644
PROK2	1.04594534702839	9.04212145715644	6.25146247777341	1.89769364183434e-09	5.38596245946112e-09	10.4731766256918
PLBD1	1.04632841046296	10.6759908787698	11.9027321886095	7.0718447422871e-26	6.52979243282194e-25	47.8748447209094
C19orf38	1.04736017392689	7.8446420671219	12.9204349600334	3.27995587974259e-29	3.94572938024473e-28	55.5057848672416
C8orf83	1.04765471950476	5.43106646742613	13.2547130018178	2.57406448712301e-30	3.35558178482937e-29	58.0369495135345
DOK3	1.05033890761876	5.92469816032453	12.3391282599867	2.67098665383914e-27	2.7666095899358e-26	51.1311176412132
LRPAP1	1.05095643121847	6.55417706804743	11.175703618154	1.55557717823318e-23	1.23028750993598e-22	42.5171844413857
GP9	1.05427879021918	5.05990679409911	5.57920772944877	6.62887349583873e-08	1.64748769702668e-07	7.00754284024815
TUBB2A	1.05519977854583	6.65725644987846	3.04889228472807	0.00255988270281345	0.00387144148504452	-3.06772808662053
LOC653562 /// SLC6A10P /// SLC6A8	1.05643887270562	5.50909002937574	4.55593460045939	8.38260935897806e-06	1.68809258074927e-05	2.32898118174634
VSIG4	1.05836098668606	3.11176617019844	5.2592046854979	3.25210700265094e-07	7.46558343393958e-07	5.46357362216795
RNF11	1.05893060742438	5.72085079579469	5.81683645453268	1.94919183672619e-08	5.08778394534888e-08	8.19909533856583
PDZD8	1.05930160055741	3.5983879515866	10.9884396273682	6.14507888158166e-23	4.58507137007677e-22	41.1531825477901
OBFC2A	1.06085228174462	5.4807880314067	8.24084335096616	1.20319137846261e-14	5.12758438913492e-14	22.2421981695507
TMEM167A	1.06461591294376	6.65406024990508	10.5563721092652	1.42230086033957e-21	9.71386155313591e-21	38.0350200171336
TSTA3	1.06493488401865	6.40690555138473	5.13281499526586	5.98129011357161e-07	1.33900445017174e-06	4.87353518343957
MANSC1	1.06851167645498	6.22595492264711	8.82659853337841	2.51955224865538e-16	1.20646436934567e-15	26.0623391645806
FAM157B /// FAM157C	1.07117361074694	5.21242909747249	9.17658572462281	2.35396743081696e-17	1.21636433105591e-16	28.4076137744227
UBAP1	1.07232454254113	5.74170948260012	13.2482889999703	2.70331812098937e-30	3.51600416552768e-29	57.9882159603559
ALPK1	1.07330078467482	4.65422977302969	12.1183796574475	1.40543990164121e-26	1.36890644965253e-25	49.4806096477472
ACSL4	1.07484336835166	4.88119424648831	9.97209763167485	9.28284127516506e-20	5.61309017846621e-19	33.8909981465691
HPSE	1.076284008405	5.81127502345997	7.27290590000063	5.20557375909618e-12	1.82487828558909e-11	16.2597961518231
ERO1L	1.07769646103169	5.25534377947068	9.95054603170125	1.08113314231362e-19	6.50292101477587e-19	33.7399019123474
LRRN1	1.07806822448094	3.35458532125821	9.020343418338	6.81860501618789e-17	3.43283220234952e-16	27.3551648671719
SEC62	1.08271818830283	5.56995195757457	9.55753852775969	1.70202818009264e-18	9.35910764305952e-18	31.0085896698601
C2orf88	1.08325016849267	5.8231297884315	6.34399806154502	1.13895757240031e-09	3.30784924775472e-09	10.9725697942885
KIAA1539	1.08452373968016	6.35154006660517	10.4835996784945	2.40445693871549e-21	1.62117612868949e-20	37.514099884473
EIF4E3	1.08596537460275	6.66169338583166	11.4398460219867	2.21515783558781e-24	1.86143839198843e-23	44.4528830082996
DIRC2	1.08644670052173	4.11481059948488	11.8633650614762	9.49118736550082e-26	8.68906165089975e-25	47.582457679602
LOC647302 /// LSM3	1.08652400757086	4.37675316059086	7.87728781902986	1.23588704395597e-13	4.93850667855833e-13	19.9438353526289
PAG1	1.0874505582941	5.95715027369469	11.2693109680457	7.8081590253547e-24	6.31374368359165e-23	43.2016402940181
NFE2	1.08922608370182	9.324851350781	13.8573923483465	2.56453808153015e-32	3.97851529978557e-31	62.6220902113757
HMBS	1.08928456996122	5.28334572501161	5.43739367886785	1.35257942318221e-07	3.25083669988097e-07	6.31457326192721
MCTP1	1.09127821427154	5.27013544064907	11.2281052573148	1.05780800981748e-23	8.47358589172716e-23	42.9001339299114
NBEAL2	1.09338898277051	6.7207882256732	10.6125431242574	9.47586361164182e-22	6.56323199848768e-21	38.4379768489696
POC1B	1.0952336148009	5.08595561246124	8.34737977533812	6.0161077766703e-15	2.61091462181191e-14	22.9266080684218
MGST1	1.09633107460285	6.32596843542071	9.02019836821078	6.82531421081201e-17	3.43368888800719e-16	27.3541918423306
ASGR2	1.10090457463975	4.4140927732998	8.89081844832338	1.63612960485163e-16	7.91738934401383e-16	26.4893324919772
SF3B14	1.10116184432143	6.49801435861447	12.3165925734745	3.16529791123093e-27	3.23946981750903e-26	50.9623254419002
CKLF	1.10334219457433	8.3939642068113	11.9917597358025	3.63229901191274e-26	3.42595245181371e-25	48.5369376000239
MAN1A1	1.10347995420346	5.45888247539101	9.04285826552573	5.85274604106158e-17	2.95960764038048e-16	27.50629056622
MXI1	1.10388424657904	6.47101558384065	5.5434891186233	7.94301712680927e-08	1.95988731336924e-07	6.83171163318017
NDST2	1.10592042668154	4.74985247100236	10.0427791490925	5.62584896574971e-20	3.45357621827625e-19	34.3874603935603
C20orf69	1.10796721497099	4.35396011165192	8.50305265267495	2.16719032618902e-15	9.65589607971289e-15	23.9351817271157
VSTM1	1.11287515017521	5.42662247087312	6.72710810498367	1.30605527265588e-10	4.06703951162642e-10	13.0943508953162
MTX1	1.11385276296647	6.25954151853972	15.5800854595222	4.53420463541365e-38	1.15580078754764e-36	75.8056380512676
FLJ10213	1.11439130658366	6.5794193518875	9.82941445553369	2.54041711171016e-19	1.47954460761369e-18	32.8931479970895
LOC100132062 /// LOC100133161 /// LOC100133331 /// LOC653340 /// LOC729737	1.11508794254306	4.37176275738454	8.11455137346484	2.719789996461e-14	1.13578562763295e-13	21.4371684616746
CAPZA2	1.11546578607189	6.98999827257866	7.87382594189875	1.26325880094182e-13	5.03907248287263e-13	19.9222351863404
CLEC5A	1.11732031646585	3.19629480420203	9.25634701131837	1.36340778416312e-17	7.19145167385116e-17	28.948171730304
ALOX5	1.11753942223176	7.84309385653796	9.9500824390777	1.08468229156063e-19	6.51855080914221e-19	33.7366531617548
SLC40A1	1.12008167848307	7.08026275396955	10.5066380259725	2.03651233019732e-21	1.38124283364619e-20	37.6788735901626
TSPAN2	1.12093091120564	5.74997962765703	7.80996712564117	1.89045289076499e-13	7.43708288696246e-13	19.5247860725182
FAM177A1	1.12424078788721	4.8622224813331	11.6023459497632	6.63720332428203e-25	5.73913028935711e-24	45.6500817404484
GK	1.12526112853219	6.90531298682621	7.49502870159061	1.34323224400696e-12	4.91491115109699e-12	17.5929300520231
CTSD	1.12555864405841	6.23683678564942	11.7258186207998	2.64852533338926e-25	2.3555043075292e-24	46.5627876673868
CPD	1.12583236644506	6.38721954893289	9.86375708780157	1.99478162686334e-19	1.17409593265253e-18	33.1327823117909
C14orf129	1.12627727654976	5.59670109449911	6.41018408207974	7.88132382833217e-10	2.30654022581621e-09	11.3329394330328
BCL6	1.12915694702834	9.51728169647377	9.88299563171619	1.74183218664728e-19	1.03052142397242e-18	33.2671747888245
CCPG1	1.13027860818515	5.70435243502197	10.6614986977512	6.64731835895597e-22	4.66059938521074e-21	38.7897814550887
UBR4	1.13054852032498	5.94417327084787	10.3836368647626	4.93569569323158e-21	3.23557030291481e-20	36.8006739003764
ENTPD1	1.13337689399738	5.21673612386389	12.272845959934	4.40034813758665e-27	4.43071764749364e-26	50.6348513558018
DCUN1D1	1.1351640639723	5.40815841716621	8.04474432315508	4.256608607168e-14	1.75722849002715e-13	20.9951853704452
ZNF354A	1.13606119398796	4.57355769942773	5.91004920432004	1.19430195945001e-08	3.1852697533834e-08	8.67665992837502
FCER1G	1.13756619732833	11.132740234744	15.2175664998724	7.38308061043531e-37	1.66532183374194e-35	73.0280226904743
TMOD1	1.1391358898894	5.60921521608992	4.7380255778695	3.73707553242031e-06	7.76283760248594e-06	3.10527376550578
MAFG	1.13954300878337	5.32124534005567	16.1662660763606	4.99880446428373e-40	1.49680359002592e-38	80.2934788090655
LPCAT2	1.14095383171409	5.99961873970308	9.32762264597018	8.35438295006417e-18	4.46848704279173e-17	29.4330542343337
C1QB	1.14128233799192	3.63625098537544	6.12753949607202	3.73009520257181e-09	1.03677595476428e-08	9.81263081948932
TMCO3	1.14362821378549	6.02676990962943	7.94505257457659	8.04066140268083e-14	3.25471164334017e-13	20.3677553846582
TXNDC3	1.14599163054104	4.1278925806462	9.95249286504229	1.0663543258557e-19	6.41965901000225e-19	33.7535455426112
ACER3	1.14697778874495	3.66290129598395	10.8753103253558	1.40435282553794e-22	1.02771049356603e-21	40.3327198033154
TMTC1	1.15076378105839	3.63791859296875	7.64195911619346	5.41179830527973e-13	2.04907238980138e-12	18.488272588565
ISCA1 /// ISCA1P1	1.15387678859837	5.59873984834707	6.01462493470304	6.84961357134742e-09	1.86750696853794e-08	9.21911593628663
FLOT2	1.15891207518186	6.05784764852816	13.5609984937211	2.48102909115158e-31	3.5590829451938e-30	60.3641218693645
LGALS8	1.1591587756794	4.55486781174815	9.41186092354548	4.67303895752849e-18	2.52506131850062e-17	30.0083097375754
FNDC3B	1.16152423478971	4.88205445906819	13.5302193420982	3.13946207061342e-31	4.44778748309839e-30	60.1299567255089
PDSS1	1.16871825613453	3.84837133210071	9.01938381944906	6.86311248774978e-17	3.44764559183152e-16	27.3487278293946
CTSG	1.17320472321253	4.4481004755128	4.12476534054541	5.15208266793013e-05	9.50183723883726e-05	0.593657728402236
MXD3	1.18011140816362	4.57079950344807	13.8950225532746	1.92188586796112e-32	3.01564562851474e-31	62.9091210567247
HIST1H1C	1.18338434567963	6.98267897796283	7.11736447893168	1.32471420974526e-11	4.50573677392025e-11	15.3413711018385
EMILIN2	1.18382014448017	7.10105745926824	8.52427476089642	1.88419879299753e-15	8.43338846186948e-15	24.0734418448062
ACSL1	1.18423999000345	10.238325784028	11.1139373533103	2.44914242180923e-23	1.89760108320293e-22	42.066498590149
MTF1	1.18713491560675	6.26000055365952	13.8876995512232	2.0328732446006e-32	3.18251411831651e-31	62.8532577912915
EXT1	1.19158453431566	5.28365658356479	10.0650684579668	4.80264504417537e-20	2.96682315927122e-19	34.5443086996414
COMMD8	1.19513696710131	5.09441799161704	7.10336611498779	1.44002136762203e-11	4.87857041392502e-11	15.2593396660425
HAUS4	1.19725367126595	6.89043892375537	12.8724585317988	4.72220613740495e-29	5.56360266051301e-28	55.1433529187454
C14orf101	1.19753666032681	4.45342398436612	12.0592325112059	2.1905825395851e-26	2.10670749985063e-25	49.0395109744647
PHTF1	1.19918861227429	3.65588797986703	12.6925802994342	1.84802018550223e-28	2.06718995301611e-27	53.7865721902236
CTNNAL1	1.19949742550766	3.47411166532315	6.53181090561071	3.98019903955191e-10	1.19545443776642e-09	12.0019838475281
TIFA	1.19985701177369	4.50244848758676	8.023948288091	4.86228085777491e-14	2.00124008654037e-13	20.863933259669
TTC35	1.20167574522333	3.58466015367155	7.69331695081775	3.92922748164142e-13	1.49848236049028e-12	18.8036978677034
FKBP1B	1.20313050253907	4.64954866680219	6.7016711103537	1.51186199163949e-10	4.67606570891835e-10	12.9508307870949
NDUFB1	1.20663237769146	6.74566033967378	10.4786897004155	2.49104986088587e-21	1.67298030324137e-20	37.4789998283974
C18orf32	1.20669337608156	6.6468865662601	11.3020570295006	6.13286995405511e-24	5.01228716030464e-23	43.4414795185234
CREG1	1.20836991069153	7.19751521365726	8.91218273254551	1.41676159998841e-16	6.90457305694424e-16	26.6317221823548
HAT1	1.2089749646284	4.78182336029422	8.31186289568414	7.58388791397878e-15	3.2767939146914e-14	22.6979085056068
APOBEC3B	1.21003420507337	3.96235592268003	3.41990686003544	0.000738454863247413	0.00119593410422473	-1.91688394148131
C1GALT1C1	1.21480390847546	4.07345394018497	8.9290988439075	1.26398796605932e-16	6.19223901437849e-16	26.7445850225063
USP32	1.21675355575658	6.37660068531736	17.9148449684681	7.81754770125211e-46	4.74379863606068e-44	93.6048627750907
MTHFD2	1.21755473106271	5.36807230147513	8.55776768758104	1.51030246632098e-15	6.80877318314461e-15	24.2920136731242
FURIN	1.21850081336472	6.42871259089085	11.1916534464398	1.38336605672215e-23	1.09661746253686e-22	42.6336880510098
PCMT1	1.22107777860312	7.40498796390419	13.4107019431603	7.82599148761233e-31	1.06685534056775e-29	59.2213001459054
FGD4	1.22235843051534	4.59945659548617	16.2785125140798	2.11065678517723e-40	6.5785334436183e-39	81.1519439245407
HIST1H4J /// HIST1H4K	1.22354820484838	4.83492036617403	10.1182440562191	3.2910356361233e-20	2.05151194153613e-19	34.919055264198
PPP1R3B	1.22495928916335	6.43725005854542	10.4885329926453	2.32047051677952e-21	1.56917813940406e-20	37.5493727337025
AZI2	1.22816434141635	5.33381396181434	9.93238338711181	1.22920606802109e-19	7.37416098724463e-19	33.612668217272
RGS18	1.22894956074326	6.93063943781205	7.56411537047565	8.77125678189651e-13	3.24929809581115e-12	18.0126056586633
GRAMD1A	1.22918005402043	6.31627330398397	12.016127612414	3.02619457606622e-26	2.87404656621691e-25	48.7183659586616
ORM2	1.23481903447684	3.99407054218743	7.0467911578173	2.01565632549641e-11	6.72244913615219e-11	14.9288713753653
SEMA4A	1.23537994413667	6.46370044916764	11.0314434678965	4.48519701657432e-23	3.38711409060024e-22	41.4657779700651
SNX3	1.23596848706828	9.81688536162303	12.6036974188847	3.62222451206917e-28	3.98677262909443e-27	53.11743040994
SPTLC2	1.2396409381832	7.02345253394972	11.03273222702	4.44304755264949e-23	3.35898313875607e-22	41.4751519354111
BST1	1.24999095392707	8.44919980445001	11.33597369445	4.77462723648363e-24	3.93505035583753e-23	43.6901073831887
C5orf30	1.25120400263863	3.6897587436631	6.8228413632515	7.50614232959375e-11	2.38064837900205e-10	13.6377758076056
ERI1	1.25162458656785	4.42077450554264	8.89255891432682	1.6170632828609e-16	7.83618581666234e-16	26.5009261092451
AGTPBP1	1.25214431549758	5.72613832036909	10.5048742456888	2.06258154923401e-21	1.39754166829028e-20	37.6662541764495
TSPO	1.25751211088603	9.8261986913511	12.3481676511038	2.49508160765575e-27	2.5922385732872e-26	51.1988409368744
HEBP2	1.25988362172807	7.3058312229596	16.5208390906098	3.2858044037294e-41	1.14369344144023e-39	83.003903404079
