Mol_ID,Gene_symbol
MOL004996,F12
MOL004996,PMP2
MOL004996,MAX
MOL004996,SLC8A2
MOL004996,OPRL1
MOL004996,FXN
MOL004996,FTH1
MOL004996,LYRM4
MOL004996,CYP3A7
MOL004996,RXRB
MOL004996,EGLN1
MOL004996,TRPV1
MOL004996,PDK4
MOL004996,PPARD
MOL004996,HDAC8
MOL004996,GATM
MOL004996,GAMT
MOL004996,ACSL4
MOL004996,TFRC
MOL004996,HBA1
MOL004996,FADS1
MOL005003,CNR1
MOL005003,CNR2
MOL005018,APLP1
MOL005018,ADRA2B
MOL005018,KCNH2
MOL005018,KCNK1
MOL005018,ADRA1A
MOL005018,CALCA
MOL005018,ADRA1D
MOL005018,YWHAE
MOL005018,KCNH6
MOL005018,ADRA1B
MOL005018,DRD5
MOL005018,ADRA2A
MOL005018,ARRB2
MOL005018,KCNH7
MOL005018,ADRB1
